net,length_um
_06126_,3.9µm
_06325_,3.9µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s1_mag\[0\],3.9µm
net1272,3.9µm
net1602,3.9µm
_01762_,3.88µm
_01795_,3.88µm
_01858_,3.88µm
_02235_,3.88µm
_02327_,3.88µm
_02424_,3.88µm
_02589_,3.88µm
_02729_,3.88µm
_02916_,3.88µm
_03075_,3.88µm
_03093_,3.88µm
_03121_,3.88µm
_03678_,3.88µm
_03688_,3.88µm
_03738_,3.88µm
_04530_,3.88µm
_04754_,3.88µm
_04856_,3.88µm
_05007_,3.88µm
_05142_,3.88µm
_05212_,3.88µm
_05239_,3.88µm
_05443_,3.88µm
_05611_,3.88µm
_05978_,3.88µm
_06168_,3.88µm
_06171_,3.88µm
_06192_,3.88µm
_06404_,3.88µm
_06488_,3.88µm
u_interface.u_gelu_fp32.u_synth_top.s3_b\[4\],3.88µm
net93,3.88µm
net926,3.88µm
net1114,3.88µm
net1145,3.88µm
net1151,3.88µm
net1183,3.88µm
net1216,3.88µm
net1429,3.88µm
net1637,3.88µm
net1660,3.88µm
net1661,3.88µm
_00468_,3.865µm
_00928_,3.865µm
_02191_,3.86µm
_02336_,3.86µm
_05398_,3.86µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[2\],3.86µm
_02674_,3.85µm
_00085_,3.805µm
_00189_,3.805µm
_00237_,3.805µm
_00346_,3.805µm
_00363_,3.805µm
_00923_,3.805µm
_00669_,3.78µm
_00686_,3.78µm
_00804_,3.78µm
_01390_,3.78µm
_01596_,3.78µm
_03346_,3.78µm
_05731_,3.78µm
net58,3.78µm
net998,3.78µm
net1017,3.78µm
net1054,3.78µm
net1076,3.78µm
net1139,3.78µm
net1250,3.78µm
net1285,3.78µm
net1301,3.78µm
net1392,3.78µm
net1409,3.78µm
net1410,3.78µm
net1492,3.78µm
net1499,3.78µm
_02445_,3.76µm
_02824_,3.76µm
_02889_,3.76µm
_03385_,3.76µm
_03689_,3.76µm
_04092_,3.76µm
_04508_,3.76µm
_04894_,3.76µm
u_interface.u_gelu_fp32.s2_data\[21\],3.76µm
net1372,3.76µm
net1438,3.76µm
_02502_,3.74µm
_05908_,3.74µm
_06176_,3.74µm
net1131,3.74µm
net1302,3.74µm
_00141_,3.705µm
_00180_,3.705µm
_00355_,3.705µm
_00386_,3.705µm
_00418_,3.705µm
_00445_,3.705µm
_00616_,3.705µm
_00643_,3.705µm
_00918_,3.705µm
net872,3.705µm
net874,3.705µm
net875,3.705µm
_03631_,3.7µm
net1683,3.69µm
_01270_,3.68µm
_01802_,3.68µm
_01938_,3.68µm
_01973_,3.68µm
_01979_,3.68µm
_02037_,3.68µm
_02455_,3.68µm
_04430_,3.68µm
net1485,3.68µm
net1726,3.68µm
net1736,3.68µm
_02523_,3.66µm
_05252_,3.66µm
_05720_,3.66µm
net1056,3.66µm
_04747_,3.645µm
_01911_,3.64µm
_02988_,3.64µm
_03061_,3.64µm
_03421_,3.64µm
_05145_,3.64µm
_05559_,3.64µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_mant\[19\],3.64µm
net1380,3.64µm
net1665,3.64µm
_00454_,3.635µm
_00799_,3.635µm
_00814_,3.635µm
net1456,3.635µm
net1490,3.635µm
net1560,3.635µm
net1702,3.635µm
_00431_,3.625µm
_00787_,3.625µm
_00409_,3.585µm
_01080_,3.585µm
net882,3.585µm
_00287_,3.565µm
_00889_,3.56µm
_00902_,3.56µm
_00908_,3.56µm
_00909_,3.56µm
_00931_,3.56µm
_00955_,3.56µm
_01004_,3.56µm
_01009_,3.56µm
_01019_,3.56µm
_01277_,3.56µm
_01439_,3.56µm
_02142_,3.56µm
_02154_,3.56µm
_02437_,3.56µm
_03806_,3.56µm
_04979_,3.56µm
_06031_,3.56µm
_06108_,3.56µm
_06174_,3.56µm
_06201_,3.56µm
_06205_,3.56µm
_06280_,3.56µm
_06462_,3.56µm
_06483_,3.56µm
u_interface.meta_tlast_pipe\[1\],3.56µm
u_interface.meta_tlast_pipe\[4\],3.56µm
u_interface.meta_tlast_pipe\[5\],3.56µm
u_interface.meta_tuser_pipe\[0\],3.56µm
u_interface.meta_tuser_pipe\[1\],3.56µm
u_interface.meta_tuser_pipe\[2\],3.56µm
u_interface.meta_tuser_pipe\[5\],3.56µm
net1737,3.56µm
_01960_,3.545µm
_00886_,3.54µm
_01449_,3.54µm
_02340_,3.54µm
_02901_,3.54µm
_02926_,3.54µm
_02943_,3.54µm
_03747_,3.54µm
_03791_,3.54µm
_04167_,3.54µm
_04719_,3.54µm
_05096_,3.54µm
_05291_,3.54µm
_05604_,3.54µm
_05675_,3.54µm
_05719_,3.54µm
_05827_,3.54µm
_05895_,3.54µm
_05982_,3.54µm
_06211_,3.54µm
_06224_,3.54µm
_06359_,3.54µm
_06369_,3.54µm
_06491_,3.54µm
u_interface.u_gelu_fp32.s1_data\[10\],3.54µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_is_zero,3.54µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s3_valid,3.54µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[7\],3.54µm
net906,3.54µm
net909,3.54µm
net992,3.54µm
net1655,3.54µm
net1658,3.54µm
net1725,3.54µm
net1780,3.54µm
_05954_,3.53µm
_00015_,3.525µm
_00019_,3.525µm
_00833_,3.525µm
_01985_,3.52µm
_02068_,3.52µm
_05804_,3.52µm
u_interface.meta_tuser_pipe\[9\],3.52µm
_05674_,3.51µm
_00013_,3.505µm
_00020_,3.505µm
_00771_,3.505µm
_00811_,3.505µm
_00980_,3.505µm
net1617,3.505µm
_06437_,3.5µm
_00064_,3.465µm
_00080_,3.465µm
_00082_,3.465µm
_00090_,3.465µm
_00105_,3.465µm
_00139_,3.465µm
_00162_,3.465µm
_00183_,3.465µm
_00262_,3.465µm
_00295_,3.465µm
_00314_,3.465µm
_00333_,3.465µm
_00383_,3.465µm
_00420_,3.465µm
_00437_,3.465µm
_00452_,3.465µm
_00533_,3.465µm
_00543_,3.465µm
_00548_,3.465µm
_00549_,3.465µm
_00613_,3.465µm
_00614_,3.465µm
_00617_,3.465µm
_00681_,3.465µm
_00809_,3.465µm
_01051_,3.465µm
net1592,3.465µm
net1698,3.465µm
net1705,3.465µm
_00716_,3.46µm
_00136_,3.44µm
_01497_,3.44µm
_01854_,3.44µm
_03007_,3.44µm
_03231_,3.44µm
_04014_,3.44µm
_05217_,3.44µm
_05567_,3.44µm
_05723_,3.44µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[24\],3.44µm
net1729,3.43µm
_00913_,3.42µm
_01145_,3.42µm
_01458_,3.42µm
_01471_,3.42µm
_01633_,3.42µm
_01663_,3.42µm
_01834_,3.42µm
_01920_,3.42µm
_01984_,3.42µm
_02075_,3.42µm
_02150_,3.42µm
_02175_,3.42µm
_02220_,3.42µm
_02369_,3.42µm
_02398_,3.42µm
_02529_,3.42µm
_02663_,3.42µm
_02816_,3.42µm
_03013_,3.42µm
_03135_,3.42µm
_03149_,3.42µm
_03181_,3.42µm
_03341_,3.42µm
_03423_,3.42µm
_03424_,3.42µm
_03431_,3.42µm
_03888_,3.42µm
_04400_,3.42µm
_04632_,3.42µm
_04684_,3.42µm
_04781_,3.42µm
_04823_,3.42µm
_05302_,3.42µm
_05599_,3.42µm
_05648_,3.42µm
_05831_,3.42µm
_05843_,3.42µm
_05990_,3.42µm
_06243_,3.42µm
_06460_,3.42µm
u_interface.u_gelu_fp32.s2_data\[22\],3.42µm
u_interface.u_gelu_fp32.u_synth_top.s3_b\[12\],3.42µm
u_interface.u_gelu_fp32.u_synth_top.s3_b\[6\],3.42µm
net81,3.42µm
net911,3.42µm
net918,3.42µm
net925,3.42µm
net957,3.42µm
net970,3.42µm
net1014,3.42µm
net1025,3.42µm
net1038,3.42µm
net1094,3.42µm
net1101,3.42µm
net1111,3.42µm
net1120,3.42µm
net1127,3.42µm
net1205,3.42µm
net1248,3.42µm
net1313,3.42µm
net1389,3.42µm
net1413,3.42µm
net1482,3.42µm
net1539,3.42µm
net1787,3.42µm
_00004_,3.405µm
_01178_,3.4µm
_02774_,3.4µm
_05963_,3.4µm
_00143_,3.345µm
_00255_,3.345µm
_00280_,3.345µm
_00536_,3.345µm
_00625_,3.345µm
_00757_,3.345µm
_01082_,3.345µm
_01089_,3.345µm
net1662,3.345µm
_00537_,3.34µm
_00712_,3.34µm
_00720_,3.34µm
_00834_,3.34µm
_00067_,3.32µm
_00103_,3.32µm
_00470_,3.32µm
_00475_,3.32µm
_00567_,3.32µm
_00807_,3.32µm
_01025_,3.32µm
_01199_,3.32µm
_02354_,3.32µm
net28,3.32µm
net986,3.32µm
net1075,3.32µm
net1091,3.32µm
net1117,3.32µm
net1133,3.32µm
net1184,3.32µm
net1210,3.32µm
net1359,3.32µm
net1533,3.32µm
net1671,3.32µm
net1675,3.32µm
_02371_,3.3µm
_02482_,3.3µm
_02681_,3.3µm
_02707_,3.3µm
_03478_,3.3µm
_04980_,3.3µm
net1280,3.3µm
_00369_,3.295µm
_04332_,3.25µm
_00024_,3.245µm
_00058_,3.245µm
_00063_,3.245µm
_00254_,3.245µm
_00324_,3.245µm
_00334_,3.245µm
_00342_,3.245µm
_00350_,3.245µm
_00419_,3.245µm
_00430_,3.245µm
_00434_,3.245µm
_00469_,3.245µm
_00557_,3.245µm
_00572_,3.245µm
_00587_,3.245µm
_00620_,3.245µm
_00624_,3.245µm
_00775_,3.245µm
_00991_,3.245µm
net869,3.245µm
net1653,3.245µm
net1667,3.245µm
_00782_,3.225µm
_01630_,3.22µm
_01757_,3.22µm
_01800_,3.22µm
_02428_,3.22µm
_04440_,3.22µm
_04834_,3.22µm
_05089_,3.22µm
_05612_,3.22µm
net923,3.22µm
net958,3.22µm
net1152,3.22µm
net1219,3.22µm
net1310,3.22µm
net1209,3.215µm
_00636_,3.2µm
_01245_,3.2µm
_02355_,3.2µm
_02979_,3.2µm
_03685_,3.2µm
_05112_,3.2µm
_05900_,3.2µm
net1386,3.2µm
_03096_,3.18µm
_04888_,3.18µm
_06112_,3.18µm
_06249_,3.18µm
net1166,3.18µm
_00043_,3.175µm
_00278_,3.175µm
_00631_,3.175µm
_01986_,3.175µm
_02835_,3.175µm
_00034_,3.145µm
_00661_,3.145µm
_00671_,3.145µm
_00788_,3.145µm
_00260_,3.125µm
_00341_,3.125µm
_00371_,3.125µm
net892,3.125µm
_02117_,3.115µm
_01167_,3.1µm
_02006_,3.1µm
_02115_,3.1µm
_02198_,3.1µm
_02248_,3.1µm
_02257_,3.1µm
_02322_,3.1µm
_02413_,3.1µm
_02438_,3.1µm
_02584_,3.1µm
_02718_,3.1µm
_03324_,3.1µm
_03329_,3.1µm
_03534_,3.1µm
_03700_,3.1µm
_03717_,3.1µm
_04054_,3.1µm
_04235_,3.1µm
_04492_,3.1µm
_04580_,3.1µm
_04683_,3.1µm
_04730_,3.1µm
_05271_,3.1µm
_05528_,3.1µm
_06266_,3.1µm
_06398_,3.1µm
net1417,3.1µm
net1447,3.1µm
_03094_,3.085µm
_00751_,3.08µm
_00903_,3.08µm
_00938_,3.08µm
_01124_,3.08µm
_01193_,3.08µm
_01281_,3.08µm
_01705_,3.08µm
_01929_,3.08µm
_02040_,3.08µm
_02065_,3.08µm
_02097_,3.08µm
_02109_,3.08µm
_02133_,3.08µm
_02225_,3.08µm
_02264_,3.08µm
_02298_,3.08µm
_02421_,3.08µm
_02467_,3.08µm
_02623_,3.08µm
_03080_,3.08µm
_03086_,3.08µm
_03109_,3.08µm
_03120_,3.08µm
_03164_,3.08µm
_03234_,3.08µm
_03419_,3.08µm
_03443_,3.08µm
_03582_,3.08µm
_04051_,3.08µm
_04157_,3.08µm
_04945_,3.08µm
_05326_,3.08µm
_05658_,3.08µm
_05665_,3.08µm
_05796_,3.08µm
_05808_,3.08µm
_05986_,3.08µm
_06351_,3.08µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[6\],3.08µm
net25,3.08µm
net943,3.08µm
net993,3.08µm
net1356,3.08µm
net1440,3.08µm
net1469,3.08µm
net1715,3.08µm
net1734,3.08µm
net1782,3.08µm
net1785,3.08µm
_00265_,3.065µm
_00722_,3.065µm
_00857_,3.065µm
_02022_,3.06µm
_00404_,3.055µm
_00018_,3.045µm
_00153_,3.045µm
_00544_,3.045µm
_00597_,3.045µm
_00099_,3.005µm
_00312_,3.005µm
_00926_,3.005µm
_04027_,2.99µm
_00283_,2.98µm
_00311_,2.98µm
_00634_,2.98µm
_01498_,2.98µm
_02416_,2.98µm
_03744_,2.98µm
_06141_,2.98µm
net46,2.98µm
net83,2.98µm
net931,2.98µm
net1243,2.98µm
net1626,2.98µm
_06305_,2.965µm
_01191_,2.96µm
_01247_,2.96µm
_01276_,2.96µm
_01312_,2.96µm
_01424_,2.96µm
_01870_,2.96µm
_01981_,2.96µm
_02135_,2.96µm
_02563_,2.96µm
_02583_,2.96µm
_02615_,2.96µm
_03079_,2.96µm
_03090_,2.96µm
_03154_,2.96µm
_03296_,2.96µm
_03474_,2.96µm
_03572_,2.96µm
_04073_,2.96µm
_04136_,2.96µm
_04262_,2.96µm
_04785_,2.96µm
_05411_,2.96µm
_05438_,2.96µm
_05504_,2.96µm
_05565_,2.96µm
_05627_,2.96µm
_05699_,2.96µm
_06155_,2.96µm
_06454_,2.96µm
_06457_,2.96µm
_06487_,2.96µm
u_interface.u_gelu_fp32.u_synth_top.s3_b\[16\],2.96µm
net15,2.96µm
net70,2.96µm
net84,2.96µm
net955,2.96µm
net972,2.96µm
net980,2.96µm
net1004,2.96µm
net1061,2.96µm
net1062,2.96µm
net1103,2.96µm
net1208,2.96µm
net1235,2.96µm
net1268,2.96µm
net1300,2.96µm
net1325,2.96µm
net1612,2.96µm
net1777,2.96µm
_00978_,2.955µm
_00589_,2.935µm
_00271_,2.885µm
_00358_,2.885µm
_00488_,2.885µm
_00858_,2.885µm
_00974_,2.885µm
_00988_,2.885µm
net1048,2.885µm
_00011_,2.86µm
_00274_,2.86µm
_00320_,2.86µm
_00444_,2.86µm
_00507_,2.86µm
_00637_,2.86µm
_00673_,2.86µm
_00750_,2.86µm
_00880_,2.86µm
_01031_,2.86µm
_01054_,2.86µm
_01070_,2.86µm
_01208_,2.86µm
_01379_,2.86µm
_01395_,2.86µm
_05006_,2.86µm
_05317_,2.86µm
net27,2.86µm
net1043,2.86µm
net1088,2.86µm
net1098,2.86µm
net1154,2.86µm
net1187,2.86µm
net1207,2.86µm
net1240,2.86µm
net1257,2.86µm
net1281,2.86µm
net1304,2.86µm
net1402,2.86µm
net1436,2.86µm
net1498,2.86µm
net1589,2.86µm
net1721,2.86µm
net1776,2.86µm
_01860_,2.84µm
_02430_,2.84µm
_04556_,2.84µm
_05165_,2.84µm
_06113_,2.84µm
u_interface.u_gelu_fp32.s1_data\[13\],2.84µm
_00425_,2.835µm
_00580_,2.835µm
_01045_,2.835µm
_00045_,2.785µm
_00070_,2.785µm
_00074_,2.785µm
_00086_,2.785µm
_00087_,2.785µm
_00088_,2.785µm
_00092_,2.785µm
_00097_,2.785µm
_00119_,2.785µm
_00129_,2.785µm
_00146_,2.785µm
_00150_,2.785µm
_00169_,2.785µm
_00178_,2.785µm
_00205_,2.785µm
_00235_,2.785µm
_00238_,2.785µm
_00272_,2.785µm
_00336_,2.785µm
_00345_,2.785µm
_00352_,2.785µm
_00359_,2.785µm
_00361_,2.785µm
_00555_,2.785µm
_00656_,2.785µm
_00657_,2.785µm
_00674_,2.785µm
_00702_,2.785µm
_00772_,2.785µm
_00839_,2.785µm
_01095_,2.785µm
net873,2.785µm
net880,2.785µm
_00996_,2.765µm
_01386_,2.76µm
_01581_,2.76µm
_02050_,2.76µm
_02342_,2.76µm
_04631_,2.76µm
_05278_,2.76µm
_05466_,2.76µm
net907,2.76µm
net987,2.76µm
net1082,2.76µm
net1179,2.76µm
net1191,2.76µm
net1244,2.76µm
net1258,2.76µm
net1283,2.76µm
net1448,2.76µm
net1677,2.76µm
_01240_,2.74µm
_01805_,2.74µm
_05669_,2.74µm
_06059_,2.74µm
_06187_,2.74µm
_06414_,2.74µm
net1722,2.74µm
_04555_,2.72µm
_00075_,2.715µm
_00327_,2.715µm
_00513_,2.715µm
_00655_,2.715µm
_00726_,2.715µm
_00752_,2.715µm
_00802_,2.715µm
_00808_,2.715µm
_00966_,2.715µm
_01956_,2.715µm
net1709,2.715µm
_00438_,2.705µm
_00677_,2.705µm
_00863_,2.66µm
_00506_,2.64µm
_01427_,2.64µm
_01990_,2.64µm
_02015_,2.64µm
_02374_,2.64µm
_03566_,2.64µm
_03737_,2.64µm
_04831_,2.64µm
_05134_,2.64µm
_05285_,2.64µm
_05442_,2.64µm
_05875_,2.64µm
_06016_,2.64µm
net1106,2.64µm
net1481,2.64µm
net1600,2.64µm
net1645,2.64µm
net1000,2.63µm
_05686_,2.625µm
_00882_,2.62µm
_00888_,2.62µm
_00891_,2.62µm
_01122_,2.62µm
_01127_,2.62µm
_01163_,2.62µm
_01445_,2.62µm
_01537_,2.62µm
_01808_,2.62µm
_02088_,2.62µm
_02160_,2.62µm
_02204_,2.62µm
_02356_,2.62µm
_02373_,2.62µm
_02381_,2.62µm
_02408_,2.62µm
_02749_,2.62µm
_03430_,2.62µm
_04019_,2.62µm
_04187_,2.62µm
_04331_,2.62µm
_04871_,2.62µm
_05189_,2.62µm
_05581_,2.62µm
_05647_,2.62µm
_05801_,2.62µm
_06008_,2.62µm
_06401_,2.62µm
u_interface.meta_tuser_pipe\[8\],2.62µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[11\],2.62µm
u_interface.u_gelu_fp32.u_synth_top.v_pipe\[2\],2.62µm
net920,2.62µm
net946,2.62µm
net1430,2.62µm
net1474,2.62µm
net1531,2.62µm
net1568,2.62µm
net1679,2.62µm
net1774,2.62µm
net1784,2.62µm
_00710_,2.605µm
_00824_,2.605µm
_00827_,2.605µm
net953,2.605µm
_00879_,2.595µm
net867,2.595µm
net899,2.595µm
net1551,2.595µm
_00675_,2.585µm
_00684_,2.585µm
_00687_,2.585µm
_00691_,2.585µm
_00971_,2.585µm
_00784_,2.55µm
_00091_,2.545µm
_00128_,2.545µm
_00210_,2.545µm
_00349_,2.545µm
_00432_,2.545µm
_00436_,2.545µm
_00464_,2.545µm
_00508_,2.545µm
_00510_,2.545µm
_00541_,2.545µm
_00554_,2.545µm
_00708_,2.545µm
_00990_,2.545µm
_01057_,2.545µm
_01072_,2.545µm
_01073_,2.545µm
_01084_,2.545µm
net878,2.545µm
_00023_,2.54µm
_00721_,2.54µm
_00729_,2.54µm
_00793_,2.52µm
_01460_,2.52µm
_02433_,2.52µm
_04913_,2.52µm
_05133_,2.52µm
_05651_,2.52µm
_05725_,2.52µm
_05868_,2.52µm
_05999_,2.52µm
_06263_,2.52µm
_06296_,2.52µm
_06380_,2.52µm
_06456_,2.52µm
net86,2.52µm
net149,2.52µm
net1135,2.52µm
net1541,2.52µm
_01204_,2.5µm
_01212_,2.5µm
_01611_,2.5µm
_01866_,2.5µm
_02012_,2.5µm
_02028_,2.5µm
_02144_,2.5µm
_02214_,2.5µm
_02293_,2.5µm
_02395_,2.5µm
_02420_,2.5µm
_02434_,2.5µm
_02506_,2.5µm
_02533_,2.5µm
_03029_,2.5µm
_03147_,2.5µm
_03177_,2.5µm
_03545_,2.5µm
_03934_,2.5µm
_04773_,2.5µm
_04935_,2.5µm
_04950_,2.5µm
_04986_,2.5µm
_05025_,2.5µm
_05066_,2.5µm
_05082_,2.5µm
_05177_,2.5µm
_05214_,2.5µm
_05265_,2.5µm
_05289_,2.5µm
_05523_,2.5µm
_05574_,2.5µm
_05683_,2.5µm
_05695_,2.5µm
_05716_,2.5µm
_05732_,2.5µm
_05747_,2.5µm
_05946_,2.5µm
_05966_,2.5µm
_05974_,2.5µm
_06037_,2.5µm
_06068_,2.5µm
_06095_,2.5µm
_06160_,2.5µm
_06264_,2.5µm
_06272_,2.5µm
_06469_,2.5µm
net18,2.5µm
net42,2.5µm
net43,2.5µm
net82,2.5µm
net103,2.5µm
net104,2.5µm
net927,2.5µm
net989,2.5µm
net1266,2.5µm
net1275,2.5µm
net1398,2.5µm
_00216_,2.485µm
_00551_,2.485µm
_00917_,2.485µm
_01046_,2.485µm
net1610,2.485µm
_05767_,2.46µm
_00268_,2.42µm
_00482_,2.42µm
_00560_,2.42µm
_00790_,2.42µm
_00792_,2.42µm
_00794_,2.42µm
_00803_,2.42µm
_01298_,2.4µm
_01833_,2.4µm
_06397_,2.4µm
net948,2.4µm
net976,2.4µm
net988,2.4µm
net1009,2.4µm
net1112,2.4µm
net1149,2.4µm
net1171,2.4µm
net1247,2.4µm
net1315,2.4µm
net1382,2.4µm
net1406,2.4µm
net1414,2.4µm
net1416,2.4µm
net1419,2.4µm
net1524,2.4µm
_02777_,2.38µm
_04438_,2.38µm
_06012_,2.38µm
_06123_,2.38µm
net1293,2.38µm
_00192_,2.375µm
_00196_,2.375µm
_00226_,2.375µm
_00269_,2.375µm
_00332_,2.375µm
_00362_,2.375µm
_00458_,2.375µm
_00596_,2.375µm
_00704_,2.375µm
_00724_,2.375µm
_00859_,2.375µm
_01039_,2.375µm
_01094_,2.375µm
net1595,2.375µm
_00012_,2.325µm
_00044_,2.325µm
_00084_,2.325µm
_00098_,2.325µm
_00149_,2.325µm
_00155_,2.325µm
_00157_,2.325µm
_00252_,2.325µm
_00329_,2.325µm
_00344_,2.325µm
_00353_,2.325µm
_00354_,2.325µm
_00403_,2.325µm
_00590_,2.325µm
_00623_,2.325µm
_00770_,2.325µm
_00847_,2.325µm
_00912_,2.325µm
_01067_,2.325µm
_01077_,2.325µm
net868,2.325µm
net876,2.325µm
net1636,2.325µm
_01639_,2.3µm
_04914_,2.3µm
_05209_,2.3µm
_05273_,2.3µm
_05423_,2.3µm
_05835_,2.3µm
_06381_,2.3µm
_06415_,2.3µm
net930,2.3µm
net945,2.3µm
net959,2.3µm
net1005,2.3µm
net1006,2.3µm
net1007,2.3µm
net1023,2.3µm
net1030,2.3µm
net1037,2.3µm
net1049,2.3µm
net1060,2.3µm
net1069,2.3µm
net1079,2.3µm
net1097,2.3µm
net1100,2.3µm
net1102,2.3µm
net1108,2.3µm
net1110,2.3µm
net1123,2.3µm
net1125,2.3µm
net1129,2.3µm
net1136,2.3µm
net1143,2.3µm
net1155,2.3µm
net1159,2.3µm
net1168,2.3µm
net1194,2.3µm
net1195,2.3µm
net1196,2.3µm
net1206,2.3µm
net1225,2.3µm
net1229,2.3µm
net1251,2.3µm
net1265,2.3µm
net1297,2.3µm
net1335,2.3µm
net1338,2.3µm
net1340,2.3µm
net1342,2.3µm
net1352,2.3µm
net1369,2.3µm
net1396,2.3µm
net1397,2.3µm
net1407,2.3µm
net1422,2.3µm
net1434,2.3µm
net1443,2.3µm
net1453,2.3µm
net1457,2.3µm
net1464,2.3µm
net1466,2.3µm
net1480,2.3µm
net1522,2.3µm
net1564,2.3µm
net1581,2.3µm
net1586,2.3µm
net1708,2.3µm
net1751,2.3µm
net1783,2.3µm
_05462_,2.28µm
_05783_,2.28µm
_06405_,2.28µm
net1156,2.28µm
_00227_,2.255µm
_00299_,2.255µm
_00480_,2.255µm
_00934_,2.255µm
_01064_,2.255µm
_06220_,2.19µm
_01963_,2.18µm
_02278_,2.18µm
_02411_,2.18µm
_02435_,2.18µm
_02630_,2.18µm
_02664_,2.18µm
_03418_,2.18µm
_03476_,2.18µm
_03577_,2.18µm
_04048_,2.18µm
_04259_,2.18µm
_04281_,2.18µm
_04374_,2.18µm
_04836_,2.18µm
_04939_,2.18µm
_05138_,2.18µm
_05268_,2.18µm
_05366_,2.18µm
_05382_,2.18µm
_05789_,2.18µm
_05893_,2.18µm
_06079_,2.18µm
_06288_,2.18µm
_01007_,2.16µm
_01015_,2.16µm
_01349_,2.16µm
_01769_,2.16µm
_01881_,2.16µm
_01991_,2.16µm
_02085_,2.16µm
_02103_,2.16µm
_02121_,2.16µm
_02370_,2.16µm
_02386_,2.16µm
_02422_,2.16µm
_02875_,2.16µm
_03124_,2.16µm
_03442_,2.16µm
_03538_,2.16µm
_04154_,2.16µm
_04464_,2.16µm
_04574_,2.16µm
_04698_,2.16µm
_04708_,2.16µm
_04757_,2.16µm
_04759_,2.16µm
_04788_,2.16µm
_04964_,2.16µm
_05085_,2.16µm
_05179_,2.16µm
_05274_,2.16µm
_05481_,2.16µm
_05531_,2.16µm
_05636_,2.16µm
_05748_,2.16µm
_05830_,2.16µm
_05992_,2.16µm
_06116_,2.16µm
_06166_,2.16µm
_06195_,2.16µm
_06215_,2.16µm
_06363_,2.16µm
_06446_,2.16µm
_06475_,2.16µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[9\],2.16µm
u_interface.u_gelu_fp32.u_synth_top.s2_b\[3\],2.16µm
net910,2.16µm
net922,2.16µm
net1081,2.16µm
net1158,2.16µm
net1631,2.16µm
net1724,2.16µm
_00668_,2.145µm
_00718_,2.145µm
_00719_,2.145µm
_00762_,2.145µm
_00826_,2.145µm
_00242_,2.125µm
_00303_,2.125µm
_00339_,2.125µm
_00384_,2.125µm
_00558_,2.125µm
_00937_,2.125µm
_00137_,2.085µm
_00433_,2.085µm
_00743_,2.085µm
_00914_,2.085µm
_01061_,2.085µm
_01063_,2.085µm
net938,2.085µm
net1615,2.085µm
_00197_,2.08µm
_01056_,2.08µm
_01434_,2.06µm
_01752_,2.06µm
_01969_,2.06µm
_02120_,2.06µm
_02436_,2.06µm
_03106_,2.06µm
_04011_,2.06µm
_04082_,2.06µm
_06084_,2.06µm
_06450_,2.06µm
_06453_,2.06µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[15\],2.06µm
net69,2.06µm
net76,2.06µm
net78,2.06µm
net99,2.06µm
_01117_,2.04µm
_01131_,2.04µm
_01576_,2.04µm
_01797_,2.04µm
_01924_,2.04µm
_02071_,2.04µm
_02091_,2.04µm
_02295_,2.04µm
_02379_,2.04µm
_02383_,2.04µm
_02384_,2.04µm
_02397_,2.04µm
_02745_,2.04µm
_03569_,2.04µm
_03794_,2.04µm
_03891_,2.04µm
_04121_,2.04µm
_05323_,2.04µm
_05354_,2.04µm
_05363_,2.04µm
_05365_,2.04µm
_05623_,2.04µm
_05690_,2.04µm
_05694_,2.04µm
_06232_,2.04µm
net23,2.04µm
net66,2.04µm
net80,2.04µm
net87,2.04µm
net1070,2.04µm
net1126,2.04µm
net1261,2.04µm
net1322,2.04µm
net1460,2.04µm
_00313_,2.035µm
_00046_,2.025µm
_00054_,2.025µm
_00062_,2.025µm
_00289_,2.025µm
_00407_,2.025µm
_00435_,2.025µm
_00443_,2.025µm
_00466_,2.025µm
_00472_,2.025µm
_00484_,2.025µm
_00559_,2.025µm
_00612_,2.025µm
_00632_,2.025µm
_00878_,2.025µm
_00995_,2.025µm
_01229_,1.94µm
_01260_,1.94µm
_01856_,1.94µm
_05490_,1.94µm
_06301_,1.94µm
net37,1.94µm
net962,1.94µm
net964,1.94µm
net974,1.94µm
net1022,1.94µm
net1095,1.94µm
net1222,1.94µm
net1223,1.94µm
net1331,1.94µm
net1350,1.94µm
net1354,1.94µm
net1360,1.94µm
net1433,1.94µm
net1502,1.94µm
net1570,1.94µm
net1578,1.94µm
_00017_,1.915µm
_00108_,1.915µm
_00447_,1.915µm
_00465_,1.915µm
_00679_,1.915µm
_00683_,1.915µm
_00754_,1.915µm
_00983_,1.915µm
_06262_,1.915µm
_00068_,1.865µm
_00095_,1.865µm
_00126_,1.865µm
_00147_,1.865µm
_00194_,1.865µm
_00222_,1.865µm
_00228_,1.865µm
_00253_,1.865µm
_00300_,1.865µm
_00456_,1.865µm
_00516_,1.865µm
_00518_,1.865µm
